company,ticker,link
"Heartland Payment Systems, Inc.",HPY,https://www.wikipedia.org/wiki/Heartland_Payment_Systems
Hecla Mining Co.,HL,https://www.wikipedia.org/wiki/Hecla_Mining
HEICO Corporation,HEI,https://www.wikipedia.org/wiki/HEICO
"Helix Energy Solutions Group, Inc.",HLX,https://www.wikipedia.org/wiki/Helix_Energy_Solutions_Group
Helmerich & Payne Inc.,HP,https://www.wikipedia.org/wiki/Helmerich_%26_Payne
Herbalife Ltd.,HLF,https://www.wikipedia.org/wiki/Herbalife
Hersha Hospitality Trust,HT,https://www.wikipedia.org/wiki/Hersha_Hospitality_Trust
The Hershey Company,HSY,https://www.wikipedia.org/wiki/The_Hershey_Company
"Hertz Global Holdings, Inc.",HTZ,https://www.wikipedia.org/wiki/The_Hertz_Corporation
Hess Corporation,HES,https://www.wikipedia.org/wiki/Hess_Corporation
Hewlett Packard Co.,HPQ,https://www.wikipedia.org/wiki/Hewlett-Packard
Hexcel Corporation,HXL,https://www.wikipedia.org/wiki/Hexcel
"Hill International, Inc.",HIL,https://www.wikipedia.org/wiki/Hill_International
Hillrom,HRC,https://www.wikipedia.org/wiki/Hillrom
"Hillenbrand, Inc.",HI,"https://www.wikipedia.org/w/index.php?title=Hillenbrand,_Inc.&action=edit&redlink=1"
Hillshire Brands Company,HSH,https://www.wikipedia.org/wiki/Hillshire_Brands
Hilton Worldwide Holdings Inc.,HLT,https://www.wikipedia.org/wiki/Hilton_Worldwide
HNI Corporation,HNI,https://www.wikipedia.org/wiki/HNI_Corporation
HollyFrontier Corporation,HFC,https://www.wikipedia.org/wiki/HollyFrontier
"Home Depot, Inc.",HD,https://www.wikipedia.org/wiki/The_Home_Depot
"Honda Motor Co., Ltd.",HMC,https://www.wikipedia.org/wiki/Honda
"Honeywell International, Inc.",HON,https://www.wikipedia.org/wiki/Honeywell
Horace Mann Educators Corporation,HMN,https://www.wikipedia.org/wiki/Horace_Mann_Educators_Corporation
Hormel Foods Corporation,HRL,https://www.wikipedia.org/wiki/Hormel
"Hornbeck Offshore Services, Inc.",HOS,https://www.wikipedia.org/wiki/Hornbeck_Offshore_Services
"Hospira, Inc.",HSP,https://www.wikipedia.org/wiki/Hospira
"Host Hotels & Resorts, Inc.",HST,https://www.wikipedia.org/wiki/Host_Hotels_%26_Resorts
"Hovnanian Enterprises, Inc.",HOV,https://www.wikipedia.org/wiki/Hovnanian_Enterprises
The Howard Hughes Corporation,HHC,https://www.wikipedia.org/wiki/The_Howard_Hughes_Corporation
HSBC Finance Corporation,HSFC.PRB,https://www.wikipedia.org/wiki/HSBC_Finance
HSBC Holdings plc,HSBC,https://www.wikipedia.org/wiki/HSBC
"Huaneng Power International, Inc.",HNP,https://www.wikipedia.org/wiki/Huaneng_Power_International
HudBay Minerals Inc.,HBM,https://www.wikipedia.org/wiki/Hudbay_Minerals
Humana Inc.,HUM,https://www.wikipedia.org/wiki/Humana
"Huntington Ingalls Industries, Inc.",HII,https://www.wikipedia.org/wiki/Huntington_Ingalls_Industries
Huntsman Corporation,HUN,https://www.wikipedia.org/wiki/Huntsman_Corporation
Hyatt Hotels Corporation,H,https://www.wikipedia.org/wiki/Hyatt
Iamgold Corporation,IAG,https://www.wikipedia.org/wiki/Iamgold
ICICI Bank Ltd.,IBN,https://www.wikipedia.org/wiki/ICICI_Bank
Idacorp Inc.,IDA,https://www.wikipedia.org/wiki/Idacorp
IDEX Corporation,IEX,https://www.wikipedia.org/wiki/IDEX_Corporation
IDT Corporation,IDT,https://www.wikipedia.org/wiki/IDT_Corporation
IHS Inc.,IHS,https://www.wikipedia.org/wiki/IHS_Inc.
Illinois Tool Works Inc.,ITW,https://www.wikipedia.org/wiki/Illinois_Tool_Works
Imation Corporation,IMN,https://www.wikipedia.org/wiki/Imation
IMAX Corporation,IMAX,https://www.wikipedia.org/wiki/IMAX_Corporation
"Imperva, Inc.",IMPV,https://www.wikipedia.org/wiki/Imperva
"Industrias Bachoco, S.A.B. de C.V.",IBA,https://www.wikipedia.org/wiki/Bachoco
Infoblox Inc.,BLOX,https://www.wikipedia.org/wiki/Infoblox
Infosys Limited,INFY,https://www.wikipedia.org/wiki/Infosys
ING Groep N.V.,ING,https://www.wikipedia.org/wiki/ING_Group
Ingersoll-Rand plc,IR,https://www.wikipedia.org/wiki/Ingersoll_Rand
Ingram Micro Inc.,IM,https://www.wikipedia.org/wiki/Ingram_Micro
Ingredion Incorporated,INGR,https://www.wikipedia.org/wiki/Ingredion
"Insperity, Inc.",NSP,https://www.wikipedia.org/wiki/Insperity
"Integrys Energy Group, Inc.",IEH,https://www.wikipedia.org/wiki/Integrys_Energy_Group
Intelsat S.A.,I,https://www.wikipedia.org/wiki/Intelsat
"Intercontinental Exchange, Inc.",ICE,https://www.wikipedia.org/wiki/Intercontinental_Exchange
InterContinental Hotels Group PLC,IHG,https://www.wikipedia.org/wiki/InterContinental_Hotels_Group
International Business Machines Corporation,IBM,https://www.wikipedia.org/wiki/IBM
International Flavors & Fragrances Inc.,IFF,https://www.wikipedia.org/wiki/International_Flavors_%26_Fragrances
International Game Technology,IGT,https://www.wikipedia.org/wiki/International_Game_Technology
International Paper Co.,IP,https://www.wikipedia.org/wiki/International_Paper
International Rectifier Corporation,IRF,https://www.wikipedia.org/wiki/International_Rectifier
InterOil Corporation,IOC,https://www.wikipedia.org/wiki/InterOil
The Interpublic Group of Companies Inc.,IPG,https://www.wikipedia.org/wiki/Interpublic_Group_of_Companies
Interstate Power and Light Company,IPL.PRD,https://www.wikipedia.org/wiki/Alliant_Energy
InterXion Holding N.V.,INXN,https://www.wikipedia.org/wiki/Interxion
"IntraLinks Holdings, Inc.",IL,https://www.wikipedia.org/wiki/IntraLinks
"Intrawest Resorts Holdings, Inc.",SNOW,https://www.wikipedia.org/wiki/Intrawest
"Intrepid Potash, Inc.",IPI,https://www.wikipedia.org/wiki/Intrepid_Potash
Intrexon Corporation,XON,https://www.wikipedia.org/wiki/Intrexon
Invacare Corporation,IVC,https://www.wikipedia.org/wiki/Invacare
Invesco Ltd.,IVZ,https://www.wikipedia.org/wiki/Invesco
Investment Technology Group Inc.,ITG,https://www.wikipedia.org/wiki/Investment_Technology_Group
Invitae Corp.,NVTA,https://www.wikipedia.org/wiki/Invitae
Ion Geophysical Corporation,IO,https://www.wikipedia.org/wiki/ION_Geophysical
Iron Mountain Inc.,IRM,https://www.wikipedia.org/wiki/Iron_Mountain_Incorporated
IRSA Inversiones Y Representaciones S.A.,IRS,https://www.wikipedia.org/wiki/Inversiones_y_Representaciones_Sociedad_An%C3%B3nima_(IRSA)
Itau Unibanco Holding S.A.,ITUB,https://www.wikipedia.org/wiki/Ita%C3%BA_Unibanco
ITC Holdings Corp.,ITC,https://www.wikipedia.org/wiki/ITC_Transmission
ITT Corporation,ITT,https://www.wikipedia.org/wiki/ITT_Corporation
ITT Educational Services Inc.,ESI,https://www.wikipedia.org/wiki/ITT_Technical_Institute
J. M. Smucker Company,SJM,https://www.wikipedia.org/wiki/The_J.M._Smucker_Company
Jabil Circuit Inc.,JBL,https://www.wikipedia.org/wiki/Jabil_Circuit
Jacobs Engineering Group Inc.,JEC,https://www.wikipedia.org/wiki/Jacobs_Engineering_Group
James Hardie Industries plc,JHX,https://www.wikipedia.org/wiki/James_Hardie
Janus Capital Group Inc.,JNS,https://www.wikipedia.org/wiki/Janus_Capital_Group
Jarden Corporation,JAH,https://www.wikipedia.org/wiki/Jarden
J.C. Penney Company Inc.,JCP,https://www.wikipedia.org/wiki/J._C._Penney
JGWPT Holdings Inc.,JGW,https://www.wikipedia.org/wiki/J.G._Wentworth
John Bean Technologies Corporation,JBT,https://www.wikipedia.org/wiki/JBT_Corporation
"John Wiley & Sons, Inc.",JW.A,https://www.wikipedia.org/wiki/John_Wiley_%26_Sons
Johnson & Johnson,JNJ,https://www.wikipedia.org/wiki/Johnson_%26_Johnson
"Johnson Controls, Inc.",JCI,https://www.wikipedia.org/wiki/Johnson_Controls
Jones Lang Lasalle Inc.,JLL,https://www.wikipedia.org/wiki/Jones_Lang_LaSalle
"Journal Communications, Inc.",JRN,https://www.wikipedia.org/wiki/Journal_Communications
JPMorgan Chase & Co.,JPM,https://www.wikipedia.org/wiki/JPMorgan_Chase
Juniper Networks,JNPR,https://www.wikipedia.org/wiki/Juniper_Networks
Just Energy Group Inc.,JE,https://www.wikipedia.org/wiki/Just_Energy
Kaman Corporation,KAMN,https://www.wikipedia.org/wiki/Kaman_Corporation
Kapstone,KS,https://www.wikipedia.org/wiki/Kapstone
Kate Spade & Company,KATE,https://www.wikipedia.org/wiki/Kate_Spade_%26_Company
KB Financial Group,KB,https://www.wikipedia.org/wiki/KB_Financial_Group
KB Home,KBH,https://www.wikipedia.org/wiki/KB_Home
KBR,KBR,https://www.wikipedia.org/wiki/KBR_(company)
KCG Holdings,KCG,https://www.wikipedia.org/wiki/KCG_Holdings
Kellanova,K,https://www.wikipedia.org/wiki/Kellanova
WK Kellogg Co,KLG,https://www.wikipedia.org/wiki/WK_Kellogg_Co
KEMET,KEM,https://www.wikipedia.org/wiki/KEMET
Kemper Corporation,KMPA,https://www.wikipedia.org/wiki/Kemper_Corporation
Kennametal,KMT,https://www.wikipedia.org/wiki/Kennametal
Key Energy Services,KEG,https://www.wikipedia.org/wiki/Key_Energy_Services
KeyCorp,KEY,https://www.wikipedia.org/wiki/KeyBank
Kimberly-Clark,KMB,https://www.wikipedia.org/wiki/Kimberly-Clark
Kimco Realty,KIM,https://www.wikipedia.org/wiki/Kimco_Realty
Kinder Morgan,KMI,https://www.wikipedia.org/wiki/Kinder_Morgan
Kinder Morgan Energy Partners,KMP,https://www.wikipedia.org/wiki/Kinder_Morgan_Energy_Partners
Kindred Healthcare,KND,https://www.wikipedia.org/wiki/Kindred_Healthcare
King,KING,https://www.wikipedia.org/wiki/King_(company)
Kinross Gold,KGC,https://www.wikipedia.org/wiki/Kinross_Gold
KKR,KKR,https://www.wikipedia.org/wiki/Kohlberg_Kravis_Roberts
Knight Transportation,KNX,https://www.wikipedia.org/wiki/Knight_Transportation
Knoll,KNL,https://www.wikipedia.org/wiki/Knoll_(company)
Knutsen NYK Offshore Tankers,KNOP,https://www.wikipedia.org/wiki/Knutsen_NYK_Offshore_Tankers
Kohl's,KSS,https://www.wikipedia.org/wiki/Kohl%27s
Konami,KNM,https://www.wikipedia.org/wiki/Konami
Koninklijke Philips,PHG,https://www.wikipedia.org/wiki/Philips
Koppers,KOP,https://www.wikipedia.org/wiki/Koppers
Korea Electric Power Corporation,KEP,https://www.wikipedia.org/wiki/Korea_Electric_Power_Corporation
Korn Ferry,KFY,https://www.wikipedia.org/wiki/Korn_Ferry
Kosmos Energy,KOS,https://www.wikipedia.org/wiki/Kosmos_Energy
Krispy Kreme,KKD,https://www.wikipedia.org/wiki/Krispy_Kreme
Kroger,KR,https://www.wikipedia.org/wiki/Kroger
KT Corporation,KT,https://www.wikipedia.org/wiki/KT_Corporation
Kyocera,KYO,https://www.wikipedia.org/wiki/Kyocera
L-3 Communications,LLL,https://www.wikipedia.org/wiki/L-3_Communications
L Brands,LB,https://www.wikipedia.org/wiki/L_Brands
La Quinta Inns & Suites,LQ,https://www.wikipedia.org/wiki/La_Quinta_Inns_%26_Suites
La-Z-Boy,LZB,https://www.wikipedia.org/wiki/La-Z-Boy
LabCorp,LH,https://www.wikipedia.org/wiki/LabCorp
Laclede Group,LG,https://www.wikipedia.org/wiki/Laclede_Group
Laredo Petroleum,LPI,https://www.wikipedia.org/wiki/Laredo_Petroleum
Las Vegas Sands,LVS,https://www.wikipedia.org/wiki/Las_Vegas_Sands
LATAM Airlines Group,LFL,https://www.wikipedia.org/wiki/LATAM_Airlines_Group
Lazard,LAZ,https://www.wikipedia.org/wiki/Lazard
LeapFrog Enterprises,LF,https://www.wikipedia.org/wiki/LeapFrog_Enterprises
Lear Corporation,LEA,https://www.wikipedia.org/wiki/Lear_Corporation
Lee Enterprises,LEE,https://www.wikipedia.org/wiki/Lee_Enterprises
Leggett & Platt,LEG,https://www.wikipedia.org/wiki/Leggett_%26_Platt
Leidos,LDOS,https://www.wikipedia.org/wiki/Leidos
Lennar,LEN & LEN.B,https://www.wikipedia.org/wiki/Lennar
Lennox International,LII,https://www.wikipedia.org/wiki/Lennox_International
Leucadia National,LUK,https://www.wikipedia.org/wiki/Leucadia_National
Level 3 Communications,LVLT,https://www.wikipedia.org/wiki/Level_3_Communications
Lexmark,LXK,https://www.wikipedia.org/wiki/Lexmark
LG Display,LPL,https://www.wikipedia.org/wiki/LG_Display
Life Time Fitness,LTM,https://www.wikipedia.org/wiki/Life_Time_Fitness
LifeLock,LOCK,https://www.wikipedia.org/wiki/LifeLock
LIN Media,LIN,https://www.wikipedia.org/wiki/LIN_Media
Lincoln National Corporation,LNC,https://www.wikipedia.org/wiki/Lincoln_National_Corporation
Lindsay Manufacturing,LNN,https://www.wikipedia.org/wiki/Lindsay_Manufacturing
Lions Gate Entertainment,LGF,https://www.wikipedia.org/wiki/Lions_Gate_Entertainment
Lithia Motors,LAD,https://www.wikipedia.org/wiki/Lithia_Motors
Live Nation Entertainment,LYV,https://www.wikipedia.org/wiki/Live_Nation_Entertainment
Lloyds Banking Group,LYG,https://www.wikipedia.org/wiki/Lloyds_Banking_Group
Lockheed Martin,LMT,https://www.wikipedia.org/wiki/Lockheed_Martin
Loews Corporation,L,https://www.wikipedia.org/wiki/Loews_Corporation
Lorillard Tobacco Company,LO,https://www.wikipedia.org/wiki/Lorillard_Tobacco_Company
Louisiana-Pacific,LPX,https://www.wikipedia.org/wiki/Louisiana-Pacific
Lowe's,LOW,https://www.wikipedia.org/wiki/Lowe%27s
Luby's,LUB,https://www.wikipedia.org/wiki/Luby%27s
Lumber Liquidators,LL,https://www.wikipedia.org/wiki/Lumber_Liquidators
Luxottica,LUX,https://www.wikipedia.org/wiki/Luxottica
LyondellBasell,LYB,https://www.wikipedia.org/wiki/LyondellBasell
M&T Bank Corporation,MTB,https://www.wikipedia.org/wiki/M%26T_Bank
Macerich Co.,MAC,https://www.wikipedia.org/wiki/Macerich
Macquarie Infrastructure Company LLC,MIC,https://www.wikipedia.org/wiki/Macquarie_Infrastructure_Company
Macy's Inc.,M,"https://www.wikipedia.org/wiki/Macy%27s,_Inc."
Magellan Midstream Partners,MMP,https://www.wikipedia.org/wiki/Magellan_Midstream_Partners
Magna International Inc.,MGA,https://www.wikipedia.org/wiki/Magna_International
"Maiden Holdings, Ltd.",MH.PRA,https://www.wikipedia.org/wiki/Maiden_Holdings
"Maiden Holdings North America, Ltd.",MHNA,https://www.wikipedia.org/wiki/Maiden_Holdings
Manchester United plc,MANU,https://www.wikipedia.org/wiki/Manchester_United_F.C.
"Manitowoc Company, Inc.",MTW,https://www.wikipedia.org/wiki/The_Manitowoc_Company
ManpowerGroup,MAN,https://www.wikipedia.org/wiki/Manpower_Inc.
Manulife Financial Corporation,MFC,https://www.wikipedia.org/wiki/Manulife_Financial
Marathon Oil Corporation,MRO,https://www.wikipedia.org/wiki/Marathon_Oil
Marathon Petroleum Corporation,MPC,https://www.wikipedia.org/wiki/Marathon_Petroleum
Marcus Corporation,MCS,https://www.wikipedia.org/wiki/Marcus_Corporation
"Marcus & Millichap, Inc.",MMI,https://www.wikipedia.org/wiki/Marcus_%26_Millichap
Marin Software Incorporated,MRIN,https://www.wikipedia.org/wiki/Marin_Software
Marine Harvest ASA,MHG,https://www.wikipedia.org/wiki/Marine_Harvest
Markel Corporation,MKL,https://www.wikipedia.org/wiki/Markel_Corporation
"MarkWest Energy Partners, L.P.",MWE,https://www.wikipedia.org/wiki/MarkWest_Energy
Marriott Vacations Worldwide Corporation,VAC,https://www.wikipedia.org/wiki/Marriott_Vacations_Worldwide_Corporation
Marsh & McLennan Companies Inc.,MMC,https://www.wikipedia.org/wiki/Marsh_%26_McLennan_Companies
"Martha Stewart Living Omnimedia, Inc.",MSO,https://www.wikipedia.org/wiki/Martha_Stewart_Living_Omnimedia
Martin Marietta Materials Inc.,MLM,https://www.wikipedia.org/wiki/Martin_Marietta_Materials
Masco Corporation,MAS,https://www.wikipedia.org/wiki/Masco
Masonite International Corporation,DOOR,https://www.wikipedia.org/wiki/Masonite_International
"MasTec, Inc.",MTZ,https://www.wikipedia.org/wiki/MasTec
MasterCard Incorporated,MA,https://www.wikipedia.org/wiki/MasterCard
"Matson, Inc.",MATX,"https://www.wikipedia.org/wiki/Matson,_Inc."
"Maui Land & Pineapple Company, Inc.",MLP,https://www.wikipedia.org/wiki/Maui_Land_%26_Pineapple_Company
"MAXIMUS, Inc.",MMS,https://www.wikipedia.org/wiki/Maximus_Inc.
"MaxLinear, Inc.",MXL,https://www.wikipedia.org/wiki/MaxLinear
MBIA Inc.,MBI,https://www.wikipedia.org/wiki/MBIA
The McClatchy Company,MNI,https://www.wikipedia.org/wiki/The_McClatchy_Company
"McCormick & Company, Inc.",MKC,https://www.wikipedia.org/wiki/McCormick_%26_Company
"McDermott International, Inc.",MDR,https://www.wikipedia.org/wiki/McDermott_International
McDonald's Corporation,MCD,https://www.wikipedia.org/wiki/McDonald%27s
McEwen Mining Inc.,MUX,https://www.wikipedia.org/w/index.php?title=McEwen_Mining&action=edit&redlink=1
"McGraw Hill Financial, Inc.",MHFI,https://www.wikipedia.org/wiki/McGraw_Hill_Financial
McKesson Corporation,MCK,https://www.wikipedia.org/wiki/McKesson_Corporation
"M.D.C. Holdings, Inc.",MDC,https://www.wikipedia.org/wiki/MDC_Holdings
"MDU Resources Group, Inc.",MDU,https://www.wikipedia.org/wiki/MDU_Resources
Mead Johnson Nutrition Company,MJN,https://www.wikipedia.org/wiki/Mead_Johnson
MeadWestvaco Corporation,MWV,https://www.wikipedia.org/wiki/MeadWestvaco
Mechel OAO,MTL,https://www.wikipedia.org/wiki/Mechel
Media General,MEG,https://www.wikipedia.org/wiki/Media_General
"Medifast, Inc.",MED,https://www.wikipedia.org/wiki/Medifast
"Mednax, Inc.",MD,https://www.wikipedia.org/wiki/Mednax
Medtronic Inc.,MDT,https://www.wikipedia.org/wiki/Medtronic
Men's Wearhouse Inc.,MW,https://www.wikipedia.org/wiki/Men%27s_Wearhouse
Merck & Co Inc.,MRK,https://www.wikipedia.org/wiki/Merck_%26_Co.
Mercury General Corporation,MCY,https://www.wikipedia.org/wiki/Mercury_Insurance_Group
Meredith Corporation,MDP,https://www.wikipedia.org/wiki/Meredith_Corporation
Meritage Homes Corporation,MTH,https://www.wikipedia.org/wiki/Meritage_Homes_Corporation
"Meritor, Inc.",MTOR,https://www.wikipedia.org/wiki/Meritor
"MetLife, Inc.",MET,https://www.wikipedia.org/wiki/MetLife
Mettler Toledo International Inc.,MTD,https://www.wikipedia.org/wiki/Mettler_Toledo
MGIC Investment Corporation,MTG,https://www.wikipedia.org/wiki/Mortgage_Guaranty_Insurance_Corporation
MGM Resorts International,MGM,https://www.wikipedia.org/wiki/MGM_Resorts_International
Michael Kors Holdings Limited,KORS,https://www.wikipedia.org/wiki/Michael_Kors
"Midcoast Energy Partners, L.P.",MEP,"https://www.wikipedia.org/wiki/Midcoast_Energy_Partners,_L.P."
"Millennial Media, Inc.",MM,https://www.wikipedia.org/wiki/Millennial_Media
Mindray Medical International Limited,MR,https://www.wikipedia.org/wiki/Mindray_Medical_International_Limited
Mississippi Power Company,MP.PRD,https://www.wikipedia.org/wiki/Mississippi_Power
"Mizuho Financial Group, Inc.",MFG,https://www.wikipedia.org/wiki/Mizuho_Financial_Group
Mobile TeleSystems,MBT,https://www.wikipedia.org/wiki/MTS_(network_provider)
"Model N, Inc.",MODN,"https://www.wikipedia.org/wiki/Model_N,_Inc."
Moelis & Company,MC,https://www.wikipedia.org/wiki/Moelis_%26_Company
Mohawk Industries Inc.,MHK,https://www.wikipedia.org/wiki/Mohawk_Industries
"Molina Healthcare, Inc.",MOH,https://www.wikipedia.org/wiki/Molina_Healthcare
Molson Coors Brewing Company,TAP,https://www.wikipedia.org/wiki/Molson_Coors_Brewing_Company
"Molycorp, Inc.",MCP,https://www.wikipedia.org/wiki/Molycorp
Monsanto Company,MON,https://www.wikipedia.org/wiki/Monsanto
"Monster Worldwide, Inc.",MWW,https://www.wikipedia.org/wiki/Monster.com
Moody's Corporation,MCO,https://www.wikipedia.org/wiki/Moody%27s_Corporation
Moog Inc.,MOG.A,https://www.wikipedia.org/wiki/Moog_Inc.
Morgan Stanley,MS,https://www.wikipedia.org/wiki/Morgan_Stanley
The Mosaic Company,MOS,https://www.wikipedia.org/wiki/The_Mosaic_Company
"Motorola Solutions, Inc.",MSI,https://www.wikipedia.org/wiki/Motorola_Solutions
"Movado Group, Inc.",MOV,https://www.wikipedia.org/wiki/Movado
MSA Safety Incorporated,MSA,https://www.wikipedia.org/wiki/Mine_Safety_Appliances
Msc Industries Direct Co Inc.,MSM,https://www.wikipedia.org/wiki/MSC_Industrial_Direct
"MSCI, Inc.",MSCI,https://www.wikipedia.org/wiki/MSCI
"Mueller Industries, Inc.",MLI,https://www.wikipedia.org/wiki/Mueller_Industries
"Mueller Water Products, Inc.",MWA,https://www.wikipedia.org/wiki/Mueller_Water_Products
Murphy Oil Corporation,MUR,https://www.wikipedia.org/wiki/Murphy_Oil
Nabors Industries,NBR,https://www.wikipedia.org/wiki/Nabors_Industries
NACCO Industries,NC,https://www.wikipedia.org/wiki/NACCO_Industries
National Bank of Greece,NBG,https://www.wikipedia.org/wiki/National_Bank_of_Greece
National Fuel Gas,NFG,https://www.wikipedia.org/wiki/National_Fuel_Gas
National Grid plc,NGG,https://www.wikipedia.org/wiki/National_Grid_plc
National Oilwell Varco,NOV,https://www.wikipedia.org/wiki/National_Oilwell_Varco
National Presto Industries,NPK,https://www.wikipedia.org/wiki/National_Presto_Industries
National Retail Properties,NNN,https://www.wikipedia.org/wiki/National_Retail_Properties
Nationstar Mortgage,NSM,https://www.wikipedia.org/wiki/Nationstar_Mortgage
Vitamin Cottage Natural Grocers,NGVC,https://www.wikipedia.org/wiki/Vitamin_Cottage_Natural_Grocers
Natuzzi,NTZ,https://www.wikipedia.org/wiki/Natuzzi
"Nautilus, Inc.",NLS,"https://www.wikipedia.org/wiki/Nautilus,_Inc."
Navigant Consulting,NCI,https://www.wikipedia.org/wiki/Navigant_Consulting
Navios Maritime Holdings,NM,https://www.wikipedia.org/wiki/Navios_Maritime_Holdings
Navistar International,NAV,https://www.wikipedia.org/wiki/Navistar_International
NCI Building Systems,NCS,https://www.wikipedia.org/wiki/NCI_Building_Systems
NCR Corporation,NCR,https://www.wikipedia.org/wiki/NCR_Corporation
Nelnet,NNI,https://www.wikipedia.org/wiki/Nelnet
NeoPhotonics Corporation,NPTN,https://www.wikipedia.org/wiki/NeoPhotonics_Corporation
NetSuite Inc.,N,https://www.wikipedia.org/wiki/NetSuite
Neustar,NSR,https://www.wikipedia.org/wiki/Neustar
New Jersey Resources,NJR,https://www.wikipedia.org/wiki/New_Jersey_Resources
New Oriental,EDU,https://www.wikipedia.org/wiki/New_Oriental
New York & Company,NWY,https://www.wikipedia.org/wiki/New_York_%26_Company
New York Community Bank,NYCB,https://www.wikipedia.org/wiki/New_York_Community_Bank
The New York Times Company,NYT,https://www.wikipedia.org/wiki/The_New_York_Times_Company
Newell Rubbermaid,NWL,https://www.wikipedia.org/wiki/Newell_Rubbermaid
Ethyl Corporation,NEU,https://www.wikipedia.org/wiki/Ethyl_Corporation
Newmont Corporation,NEM,https://www.wikipedia.org/wiki/Newmont_Corporation
NextEra Energy,NEE,https://www.wikipedia.org/wiki/NextEra_Energy
NextEra Energy Partners,NEP,https://www.wikipedia.org/wiki/NextEra_Energy_Partners
Nidec,NJ,https://www.wikipedia.org/wiki/Nidec
Nielsen N.V.,NLSN,https://www.wikipedia.org/wiki/Nielsen_N.V.
"Nike, Inc.",NKE,"https://www.wikipedia.org/wiki/Nike,_Inc."
Nimble Storage,NMBL,https://www.wikipedia.org/wiki/Nimble_Storage
Nippon Telegraph and Telephone,NTT,https://www.wikipedia.org/wiki/Nippon_Telegraph_and_Telephone
Niska Gas Storage Partners,NKA,https://www.wikipedia.org/wiki/Niska_Gas_Storage_Partners
NiSource,NI,https://www.wikipedia.org/wiki/NiSource
NL Industries,NL,https://www.wikipedia.org/wiki/NL_Industries
Noah Holdings,NOAH,https://www.wikipedia.org/wiki/Noah_Holdings
Nokia,NOK,https://www.wikipedia.org/wiki/Nokia
Nomura Holdings,NMR,https://www.wikipedia.org/wiki/Nomura_Holdings
Nord Anglia Education,NORD,https://www.wikipedia.org/wiki/Nord_Anglia_Education
Nordion,NDZ,https://www.wikipedia.org/wiki/Nordion
Nordstrom,JWN,https://www.wikipedia.org/wiki/Nordstrom
Norfolk Southern Railway,NSC,https://www.wikipedia.org/wiki/Norfolk_Southern_Railway
Northeast Utilities,NU,https://www.wikipedia.org/wiki/Northeast_Utilities
Northrop Grumman,NOC,https://www.wikipedia.org/wiki/Northrop_Grumman
NW Natural,NWN,https://www.wikipedia.org/wiki/NW_Natural
NorthWestern Corporation,NWE,https://www.wikipedia.org/wiki/NorthWestern_Corporation
Novartis,NVS,https://www.wikipedia.org/wiki/Novartis
Novo Nordisk,NVO,https://www.wikipedia.org/wiki/Novo_Nordisk
NQ Mobile Inc.,NQ,https://www.wikipedia.org/wiki/NQ_Mobile_Inc.
NRG Energy,NRG,https://www.wikipedia.org/wiki/NRG_Energy
NTT DoCoMo,DCM,https://www.wikipedia.org/wiki/NTT_DoCoMo
Nu Skin Enterprises,NUS,https://www.wikipedia.org/wiki/Nu_Skin_Enterprises
Nucor,NUE,https://www.wikipedia.org/wiki/Nucor
NuStar Energy,NS,https://www.wikipedia.org/wiki/NuStar_Energy
Nvidia,NVDA,https://www.wikipedia.org/wiki/Nvidia
"NVR, Inc.",NVR,"https://www.wikipedia.org/wiki/NVR,_Inc."
"Oaktree Capital Group, LLC",OAK,https://www.wikipedia.org/wiki/Oaktree_Capital_Management
Occidental Petroleum Corporation,OXY,https://www.wikipedia.org/wiki/Occidental_Petroleum
Oceaneering International Inc.,OII,https://www.wikipedia.org/wiki/Oceaneering_International
Och-Ziff Capital Management Group LLC,OZM,https://www.wikipedia.org/wiki/Och-Ziff_Capital_Management
Ocwen Financial Corporation,OCN,https://www.wikipedia.org/wiki/Ocwen
Office Depot Inc.,ODP,https://www.wikipedia.org/wiki/Office_Depot
OFG Bancorp,OFG,https://www.wikipedia.org/wiki/Oriental_Financial_Group
OGE Energy Corp.,OGE,https://www.wikipedia.org/wiki/Oklahoma_Gas_%26_Electric
Oi S.A.,OIBR,https://www.wikipedia.org/wiki/Oi_(telecommunications)
Old Republic International Corporation,ORI,https://www.wikipedia.org/wiki/Old_Republic_International
Olin Corporation,OLN,https://www.wikipedia.org/wiki/Olin_Corporation
"OM Group, Inc.",OMG,https://www.wikipedia.org/wiki/OM_Group
Omega Protein Corporation,OME,https://www.wikipedia.org/wiki/Omega_Protein
Omnicare Inc.,OCR,https://www.wikipedia.org/wiki/Omnicare
Omnicom Group Inc.,OMC,https://www.wikipedia.org/wiki/Omnicom_Group
OMNOVA Solutions Inc.,OMN,https://www.wikipedia.org/wiki/OMNOVA_Solutions
"ONE Gas, Inc.",OGS,https://www.wikipedia.org/wiki/ONE_Gas
"OneBeacon Insurance Group, LTD",OB,https://www.wikipedia.org/w/index.php?title=OneBeacon&action=edit&redlink=1
"ONEOK, Inc.",OKE,https://www.wikipedia.org/wiki/ONEOK
"OPKO Health, Inc.",OPK,https://www.wikipedia.org/wiki/OPKO_Health
Oppenheimer Holdings Inc.,OPY,https://www.wikipedia.org/wiki/Oppenheimer_Holdings
Oracle Corporation,ORCL,https://www.wikipedia.org/wiki/Oracle_Corporation
Orange S.A.,ORAN,https://www.wikipedia.org/wiki/Orange_S.A.
